,Z,D,FTAScore,NCAScore,NVCAFlag,DMF,Sex,White,SexWhite,Age,PendingChargeAtTimeOfOffense,NCorNonViolentMisdemeanorCharge,ViolentMisdemeanorCharge,ViolentFelonyCharge,NonViolentFelonyCharge,PriorMisdemeanorConviction,PriorFelonyConviction,PriorViolentConviction,PriorSentenceToIncarceration,PriorFTAInPastTwoYears,PriorFTAOlderThanTwoYears,Staff_ReleaseRecommendation,Y_NCA,Y_NVCA,Y_FTA,Hearing Date
492,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,35.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,57
493,0.0,0.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,58
494,1.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,58
495,1.0,0.0,4.0,6.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,58
496,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,98
497,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,88
498,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,72.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,58
499,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,58
500,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,58
501,0.0,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,39.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,84
502,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,68
503,0.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,59
504,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,37.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,59
505,0.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,59
506,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59
507,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,58
508,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,59
509,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,36.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,94
510,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,52.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,59
511,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,64
512,1.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,39.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,60
513,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,59
514,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,60
515,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,74
516,0.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,62
517,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,59
518,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,63
519,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,60
520,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,97
521,1.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,33.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,110
522,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,61
523,1.0,1.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,61
524,1.0,2.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,61
525,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,61
526,1.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,61
527,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,61
528,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,62
529,1.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,70
530,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,62
531,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,62
532,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,54.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,62
533,0.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,62
534,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,62
535,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,61
536,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,64
537,0.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,63
538,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,63
539,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,64
540,1.0,2.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,63
541,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,62
542,1.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,71
543,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,63
544,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63
545,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,63
546,0.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,63
547,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,63
548,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63
549,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,63
550,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,63.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,63
551,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,64
552,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,63
553,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,63
554,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,63
555,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,63
556,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,63
557,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,63
558,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63
559,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,63
560,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,64
561,0.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,64
562,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,64
563,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,69
564,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,65
565,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,65
566,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,64
567,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,65
568,0.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,78
569,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,65
570,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,64
571,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,64
572,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,65
573,0.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,65
574,0.0,0.0,5.0,6.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,65
575,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,68
576,1.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,47.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,113
577,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,113
578,1.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,71
579,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,48.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,73
580,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,65
581,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,66
582,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,66
583,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,67
584,1.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,44.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,70
585,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,78
586,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,67
587,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,136
588,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,69
589,1.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,67
590,0.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,67
591,0.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,67
592,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,67
593,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,68
594,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,67
595,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,68
596,0.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,68
597,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,68
598,1.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,68
599,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,68
600,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,68
601,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,68
602,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,68
603,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,70
604,0.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,69
605,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,70
606,0.0,0.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,74
607,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,98
608,0.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,69
609,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,86
610,1.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,69
611,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,109
612,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,79
613,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,70
614,0.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,46.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,70
615,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,88
616,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,76
617,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,70
618,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,71
619,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,71
620,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,71
621,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,70
622,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,71
623,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,71
