,Z,D,FTAScore,NCAScore,NVCAFlag,DMF,Sex,White,SexWhite,Age,PendingChargeAtTimeOfOffense,NCorNonViolentMisdemeanorCharge,ViolentMisdemeanorCharge,ViolentFelonyCharge,NonViolentFelonyCharge,PriorMisdemeanorConviction,PriorFelonyConviction,PriorViolentConviction,PriorSentenceToIncarceration,PriorFTAInPastTwoYears,PriorFTAOlderThanTwoYears,Staff_ReleaseRecommendation,Y_NCA,Y_NVCA,Y_FTA,Hearing Date
923,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,74.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,107
924,1.0,2.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,55.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,106
925,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,46.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,107
926,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,57.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,107
927,0.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,107
928,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,106
929,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,107
930,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,107
931,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,107
932,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,108
933,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,108
934,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,108
935,1.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,111
936,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,33.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,131
937,1.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,34.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,114
938,1.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,109
939,1.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,123
940,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,107
941,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,108
942,0.0,2.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,116
943,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,57.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,109
944,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,108
945,1.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,109
946,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,108
947,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,110
948,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,110
949,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,42.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,109
950,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,109
951,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,111
952,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,111
953,1.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,44.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,111
954,0.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,111
955,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,115
956,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,24.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,113
957,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,111
958,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
959,1.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,111
960,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
961,1.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,112
962,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,112
963,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
964,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
965,1.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,33.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,112
966,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
967,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,112
968,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112
969,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,112
970,0.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,111
971,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,36.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,111
972,1.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,112
973,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,112
974,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,112
975,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,119
976,1.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,118
977,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,122
978,0.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,115
979,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,114
980,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,113
981,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,114
982,0.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,115
983,1.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,115
984,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,115
985,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,115
986,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,132
987,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,116
988,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,115
989,0.0,2.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,124
990,0.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,115
991,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,116
992,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,117
993,1.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,116
994,1.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,117
995,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,117
996,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,116
997,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,117
998,0.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,118
999,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,117
1000,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,117
1001,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,117
1002,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,117
1003,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,117
1004,1.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,117
1005,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,118
1006,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,118
1007,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,119
1008,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,118
1009,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,33.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,118
1010,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,118
1011,0.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,118
1012,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,126
1013,0.0,0.0,4.0,6.0,0.0,1.0,1.0,1.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,119
1014,1.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,118
1015,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,120
1016,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,120
1017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,120
1018,0.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,46.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,120
1019,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,128
1020,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,122
1021,1.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,122
1022,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,121
1023,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,121
1024,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,121
1025,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,122
1026,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,122
1027,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,121
1028,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,126
1029,1.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,159
1030,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,136
1031,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,59.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,123
1032,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,123
1033,1.0,2.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,128
1034,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,123
1035,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,124
1036,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,124
1037,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,124
1038,0.0,2.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,124
1039,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,124
1040,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,68.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,125
1041,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,125
1042,0.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,125
1043,0.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,124
1044,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,125
1045,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,125
1046,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,124
1047,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,125
1048,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,40.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,125
1049,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,125
1050,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,34.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,125
1051,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,125
1052,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,125
1053,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,125
